,Unnamed: 0,movie_id,original_title,Release_year,revenue,tags
2076,2076,7341,The Rage: Carrie 2,1999,17762705,"horror thriller sciencefict emilybergl jasonlondon amyirv unitedartist redbankfilm unitedstatesofamerica suicid malenud femalenud after the suicid of her onli friend, rachel ha never felt more on the outside. the one person who reach out to her, jessie, also happen to be part of the popular crowd that live to torment outsid like her. but rachel ha someth els that separ her from the rest, a secret amaz abil to move thing with her mind. sue snell, the onli survivor of carri white' rampag twenty-two year ago, may hold the key to help rachel come to term with her awesome, but unwant power. but as rachel slowli learn to trust, a terribl trap is be laid for her. and make her angri could prove to be fatal. kattshea"
2085,2085,85,Raiders of the Lost Ark,1981,389925971,"adventur action harrisonford karenallen paulfreeman lucasfilm paramountpictur unitedstatesofamerica savingtheworld riddl nepal when dr. indiana jone – the tweed-suit professor who just happen to be a celebr archaeologist – is hire by the govern to locat the legendari ark of the covenant, he find himself up against the entir nazi regime. stevenspielberg"
2087,2087,840,Close Encounters of the Third Kind,1977,303788635,"sciencefict drama richarddreyfuss françoistruffaut terigarr columbiapicturescorpor emifilm juliaphillipsandmichaelphillipsproduct unitedstatesofamerica indiana obsess extraterrestrialtechnolog after an encount with ufos, a line worker feel undeni drawn to an isol area in the wilder where someth spectacular is about to happen. stevenspielberg"
2089,2089,96,Beverly Hills Cop II,1987,299965036,"action comedi crime eddiemurphi judgereinhold johnashton paramountpictur eddiemurphyproduct donsimpson/jerrybruckheimerfilm unitedstatesofamerica smugglingofarm detect intensivecar detroit cop, axel foley head for the land of sunshin and palm tree to find out who shot polic captain andrew bogomil. thank to a coupl of old friends, axel' investig uncov a seri of robberi mastermind by a heartless weapon kingpin – and the chase is on. tonyscott"
2091,2091,274,The Silence of the Lambs,1991,272742922,"crime drama thriller jodiefost anthonyhopkin scottglenn orionpictur strongheart/demmeproduct unitedstatesofamerica basedonnovel psychopath horror fbi trainee, claric starl ventur into a maximum-secur asylum to pick the diseas brain of hannib lecter, a psychiatrist turn homicid cannibal. starl need clue to help her captur a serial killer. but her faustian relationship with lecter soon lead to hi escape, and now two derang killer are on the loose. jonathandemm"
2092,2092,8872,Wayne's World,1992,121697323,"music comedi mikemy danacarvey roblow paramountpictur unitedstatesofamerica tvshow heavymet televisionproduc when a sleazi tv exec offer wayn and garth a fat contract to tape their late-night public access show at hi network, they can't believ their good fortune. but they soon discov the road from basement to big-tim is a gnarli one, fraught with danger, temptat and ragin' parti opportunities. penelopespheeri"
2099,2099,1584,School of Rock,2003,131282949,"comedi music jackblack joancusack mikewhit paramountpictur scottrudinproduct nickelodeonmovi germani unitedstatesofamerica rockandrol rock highschool fire from hi band and hard up for cash, guitarist and vocalist dewey finn finagl hi way into a job as a fourth-grad substitut teacher at a privat school, where he secretli begin teach hi student the finer point of rock 'n' roll. the school' hard-nos princip is rightli suspici of finn' activities. but finn' roommat remain in the dark about what he' doing. richardlinklat"
2108,2108,162,Edward Scissorhands,1990,53000000,fantasi drama romanc johnnydepp winonaryd diannewiest twentiethcenturyfoxfilmcorpor unitedstatesofamerica underdog loveatfirstsight hairdress a small suburban town receiv a visit from a castaway unfinish scienc experi name edward. timburton
2111,2111,1051,The French Connection,1971,41158757,action crime thriller genehackman fernandorey royscheid twentiethcenturyfoxfilmcorpor d'antoniproduct schine-mooreproduct unitedstatesofamerica policebrut marseil nightlif tough narcot detect 'popeye' doyl is in hot pursuit of a suav french drug dealer who may be the key to a huge heroin-smuggl operation. williamfriedkin
2125,2125,1975,The Grudge 2,2006,39143839,"horror thriller sarahmichellegellar ambertamblyn edisonchen columbiapicturescorpor ghosthousepictur vertigoentertain unitedstatesofamerica remak littleboy curs in tokyo, a young woman is expos to the same mysteri curs that afflict her sister. the supernatur force, which fill a person with rage befor spread to it next victim, bring togeth a group of previous unrel peopl who attempt to unlock it secret to save their lives. takashishimizu"
2126,2126,33644,How Stella Got Her Groove Back,1998,37672350,"comedi drama romanc angelabassett tayedigg whoopigoldberg twentiethcenturyfoxfilmcorpor unitedstatesofamerica blackpeopl agediffer jamaica through good time and bad, stella and delilah have alway had each other. now, stella' so busi build a life that she' forgotten how to realli live. but delilah is about to chang all that. what start as a quick trip to jamaica, end as an exhilar voyag of self discoveri as stella learn to open her heart and find love - even if it' with a man 20 year her junior. kevinrodneysullivan"
2127,2127,1649,Bill & Ted's Bogus Journey,1991,0,"adventur comedi famili keanureev alexwint georgecarlin orionpictur nelsonentertain unitedstatesofamerica futur dyinganddeath heaven amiabl slacker bill and ted are onc again rope into a fantast adventur when de nomolos, a villain from the future, send evil robot duplic of the two lad to termin and replac them. the robot doubl actual succeed in kill bill and ted, but the two are determin to escap the afterlife, challeng the grim reaper to a seri of game in order to return to the land of the living. peterhewitt"
2136,2136,3989,Team America: World Police,2004,50907422,"music adventur anim treypark mattston kristenmil paramountpictur scottrudinproduct germani unitedstatesofamerica pari franc cairo team america world polic follow an intern polic forc dedic to maintain global stability. learn that dictat kim jong il is out to destroy the world, the team recruit broadway star gari johnston to go undercover. with the help of team america, gari manag to uncov the plan to destroy the world. will team america be abl to save it in time? it stars… samuel l jackson, tim robbins, sean penn, michael moore, helen hunt, matt damon, susan sarandon, georg clooney, danni glover, ethan hawke, alec baldwin… or doe it? treypark"
2145,2145,617,Wild Things,1998,67200000,"crime drama mysteri mattdillon kevinbacon deniserichard columbiapictur mandalayentertain unitedstatesofamerica upperclass poison sailboat when teen-socialit kelli van ryan (richards) and troubl bad girl suzi toller (campbell) accus guidanc counselor sam lombardo (dillon) of rape, he' suspend by the school, reject by the town, and fight to get hi life back. one cop (bacon) suspect conspiracy, but noth is what it seems... johnmcnaughton"
2148,2148,243,High Fidelity,2000,47126295,"comedi drama romanc johncusack ibenhjejl toddlouiso buenavista touchstonepictur unitedkingdom unitedstatesofamerica chicago musicrecord rockandrol when record store owner rob gordon get dump by hi girlfriend, laura, becaus he hasn't chang sinc they met, he revisit hi top five breakup of all time in an attempt to figur out what went wrong. as rob seek out hi former lover to find out whi they left, he keep up hi effort to win laura back. stephenfrear"
2151,2151,8848,The Bank Job,2008,64822796,"thriller crime drama jasonstatham saffronburrow stephencampbellmoor atlasentertain mosaicmediagroup omnilabmedia australia unitedkingdom unitedstatesofamerica infidel subway cardeal terri is a small-tim car dealer tri to leav hi shadi past behind and start a family. martin is a beauti model from terry' old neighbourhood who know that terri is no angel. when martin propos a foolproof plan to rob a bank, terri recognis the danger but realis thi may be the opportun of a lifetime. as the resourc band of thiev burrow it way into a safe-deposit vault at a lloyd bank, they quickli realis that, besid million in riches, the box also contain secret that implic everyon from london' most notori underworld gangster to power govern figures, and even the royal family. although the heist make headlin throughout britain for sever days, a govern gag order eventu bring all report of the case to an immedi halt. rogerdonaldson"
2152,2152,38,Eternal Sunshine of the Spotless Mind,2004,72258126,"sciencefict drama romanc jimcarrey katewinslet kirstendunst anonymouscont thisisthatproduct focusfeatur unitedstatesofamerica dejavu regret jealousi joel barish, heartbroken that hi girlfriend underw a procedur to eras him from her memory, decid to do the same. however, as he watch hi memori of her fade away, he realis that he still love her, and may be too late to correct hi mistake. michelgondri"
2178,2178,5915,Into the Wild,2007,56255142,"adventur drama emilehirsch marciagayharden williamhurt paramountvantag riverroadentertain artlinsonproduct unitedstatesofamerica malenud parentskidsrelationship camp the true stori of top student and athlete, christoph mccandless, who after graduat from emori univers in 1992, abandon hi possessions, gave hi entir $24,000 save account to chariti and hitchhik to alaska to live in the wilderness. seanpenn"
2192,2192,2428,The Greatest Story Ever Told,1965,15473333,drama histori maxvonsydow michaelandersonjr. carrollbak georgestevensproduct unitedstatesofamerica jesuschrist biographi epic all-star epic retel of christ' life. georgesteven
2195,2195,4597,Armored,2009,22942221,"action crime drama columbusshort laurencefishburn skeetulrich screengem starsroadentertain farahfilms&manag unitedstatesofamerica robberi homelessperson bank a crew of offic at an armor transport secur firm risk their live when they embark on the ultim heist against their own company. arm with a seemingli fool-proof plan, the men plan on make off with a fortun with harm to none. but when an unexpect wit interferes, the plan quickli unravel and all bet are off. nimródant"
